pequena_100,media_1000,grande_10000,muito_grande_50000
,,22717.0,44292
,,13398.0,25819
,,86326.0,27415
,,81403.0,93776
,,9658.0,30237
,,3065.0,78659
,,51189.0,57748
,,37224.0,73413
,,55285.0,12262
,,51729.0,94482
,,51060.0,80104
,,46731.0,32046
,,87364.0,87653
,,32739.0,61922
,,11891.0,1963
,,99068.0,10849
,,88392.0,9805
,,86549.0,51654
,,4412.0,79927
,,6261.0,50666
,,84262.0,99902
,,59616.0,32841
,,97913.0,64232
,,70465.0,9684
,,60176.0,93713
,,61033.0,21390
,,12769.0,44257
,,49971.0,18060
,,51783.0,90475
,,1620.0,67173
,,13410.0,69611
,,84673.0,11144
,,18519.0,70325
,,67874.0,87259
,,81586.0,72733
,,14898.0,73789
,,70722.0,35524
,,92360.0,16096
,,24783.0,46754
,,10553.0,35185
,,42451.0,65094
,,3649.0,48787
,,10573.0,32654
,,3309.0,15554
,,44337.0,81464
,,48061.0,17239
,,32119.0,92702
,,49671.0,82186
,,3368.0,25827
,,78520.0,77018
,,41849.0,11897
,,98572.0,7965
,,16921.0,39116
,,17524.0,92809
,,20729.0,77916
,,40712.0,21589
,,3662.0,36129
,,78809.0,32764
,,74242.0,7324
,,79024.0,53026
,,80186.0,93559
,,83990.0,97012
,,77013.0,17838
,,78987.0,78260
,,29273.0,32467
,,20191.0,7661
,,64418.0,17222
,,85843.0,28949
,,70585.0,16238
,,51872.0,60609
,,39000.0,65146
,,85477.0,36831
,,92297.0,1044
,,99125.0,14495
,,62124.0,59915
,,90467.0,52955
,,69301.0,70279
,,29433.0,63447
,,5091.0,47080
,,34628.0,86880
,,50752.0,70134
,,6693.0,87402
,,29348.0,75805
,,15110.0,40509
,,17260.0,21232
,,87006.0,9713
,,26179.0,87126
,,70394.0,18363
,,71813.0,28123
,,72452.0,22885
,,43580.0,64041
,,19402.0,93344
,,67653.0,4411
,,67227.0,17912
,,54726.0,75356
,,59642.0,67783
,,20876.0,82345
,,10738.0,66735
,,23901.0,35425
,,81795.0,7938
,,5680.0,88526
,,10863.0,56438
,,22418.0,79571
,,75686.0,13807
,,39684.0,22422
,,52834.0,54488
,,87004.0,84095
,,94264.0,88628
,,5297.0,51571
,,58978.0,7432
,,39053.0,60423
,,68537.0,16836
,,40354.0,25555
,,16022.0,84606
,,93536.0,47125
,,70265.0,76057
,,57437.0,74259
,,25094.0,34990
,,38671.0,90011
,,92575.0,79563
,,41637.0,37240
,,11859.0,63365
,,22939.0,63125
,,75740.0,79018
,,11566.0,75431
,,31550.0,96064
,,96624.0,83630
,,71945.0,13241
,,10983.0,95541
,,70649.0,89272
,,4183.0,83185
,,39650.0,32400
,,32784.0,87127
,,18053.0,53563
,,63104.0,98620
,,7651.0,23765
,,44334.0,47549
,,15602.0,80139
,,21487.0,50023
,,89254.0,81480
,,97343.0,90087
,,98652.0,71511
,,76529.0,87017
,,27644.0,37835
,,30638.0,82449
,,98423.0,95200
,,47383.0,5654
,,39111.0,39920
,,343.0,48333
,,67181.0,43636
,,71033.0,15501
,,71868.0,59360
,,86609.0,71045
,,14333.0,32631
,,25584.0,40187
,,25987.0,72410
,,23069.0,70714
,,85121.0,22568
,,37897.0,58914
,,83772.0,43038
,,23904.0,19865
,,61197.0,72936
,,80186.0,17761
,,67917.0,29019
,,90045.0,32245
,,71138.0,81145
,,30368.0,92480
,,12905.0,4792
,,83621.0,10133
,,58666.0,913
,,55106.0,95877
,,28144.0,88447
,,72184.0,2674
,,9240.0,91452
,,89500.0,60855
,,68934.0,64204
,,19806.0,89528
,,80663.0,83531
,,44554.0,49050
,,7772.0,78205
,,93662.0,12222
,,36755.0,31680
,,71229.0,76264
,,58231.0,66647
,,41645.0,48607
,,14372.0,63425
,,99095.0,17007
,,70569.0,91095
,,30329.0,58725
,,63737.0,82172
,,41273.0,19335
,,97460.0,76046
,,71088.0,21745
,,73473.0,48193
,,34137.0,80504
,,38071.0,86776
,,40760.0,51408
,,64601.0,50712
,,29818.0,93034
,,20778.0,70204
,,27364.0,26200
,,2638.0,92624
,,81740.0,55594
,,10228.0,49908
,,38708.0,69046
,,82644.0,51378
,,52694.0,19597
,,93384.0,25997
,,61971.0,21634
,,89224.0,21390
,,98490.0,3910
,,90906.0,49582
,,84281.0,10813
,,19406.0,97772
,,71014.0,92269
,,17108.0,12771
,,25830.0,58631
,,22916.0,68483
,,63918.0,83347
,,21989.0,44167
,,26261.0,46503
,,25557.0,48155
,,22400.0,39101
,,58802.0,44169
,,21419.0,80778
,,68990.0,74911
,,957.0,82735
,,3466.0,75968
,,49227.0,83659
,,43585.0,33478
,,25527.0,79303
,,35382.0,93178
,,53761.0,38182
,,91841.0,38911
,,36993.0,20131
,,86945.0,83340
,,29575.0,62162
,,1999.0,60885
,,45087.0,2747
,,8705.0,64362
,,38982.0,93491
,,74298.0,82287
,,2751.0,13078
,,98769.0,63886
,,70608.0,11491
,,2144.0,22277
,,55301.0,45646
,,72701.0,54343
,,29123.0,76273
,,96472.0,37347
,,13302.0,67204
,,28307.0,54218
,,42040.0,53786
,,95497.0,11616
,,7903.0,7898
,,81833.0,95660
,,8923.0,52343
,,24094.0,21899
,,8882.0,76338
,,88519.0,12442
,,85297.0,58988
,,44748.0,91997
,,16790.0,53794
,,45943.0,35295
,,9923.0,10282
,,26952.0,46350
,,66697.0,34969
,,47534.0,87330
,,9037.0,89730
,,42737.0,58253
,,26212.0,13184
,,41547.0,51883
,,75475.0,46578
,,60366.0,91981
,,99927.0,67363
,,75811.0,89618
,,37766.0,73713
,,62551.0,76240
,,35341.0,1702
,,48496.0,2207
,,4027.0,36882
,,98108.0,65004
,,51778.0,69127
,,87685.0,80716
,,68678.0,13616
,,94798.0,77289
,,17139.0,1013
,,20608.0,93876
,,32555.0,32311
,,75038.0,93154
,,30880.0,82378
,,39051.0,57810
,,52474.0,43775
,,75445.0,89919
,,40898.0,91316
,,66085.0,46797
,,21806.0,11827
,,97514.0,34666
,,96936.0,59975
,,18990.0,90016
,,61793.0,92735
,,27732.0,40558
,,7211.0,1350
,,39281.0,71705
,,83804.0,4311
,,86526.0,93166
,,31619.0,4984
,,5622.0,28305
,,89467.0,17337
,,31346.0,12991
,,96490.0,86204
,,22809.0,41269
,,92798.0,27314
,,37040.0,85460
,,42041.0,44850
,,36045.0,30864
,,84086.0,65232
,,3172.0,88476
,,59054.0,76415
,,82123.0,66603
,,46124.0,53764
,,19127.0,15288
,,61795.0,18114
,,71923.0,69171
,,72606.0,98839
,,83671.0,2728
,,73004.0,97241
,,43823.0,68986
,,8523.0,89922
,,41928.0,64703
,,82324.0,75053
,,49094.0,90244
,,33963.0,47595
,,55853.0,25814
,,80411.0,23603
,,60961.0,32616
,,61874.0,32874
,,7636.0,54521
,,57864.0,32936
,,86441.0,74197
,,30221.0,86490
,,69499.0,12937
,,40713.0,48509
,,41944.0,74696
,,95044.0,99957
,,71610.0,95514
,,40151.0,13779
,,87199.0,47224
,,58745.0,29809
,,57221.0,53028
,,58640.0,28868
,,56069.0,47529
,,7809.0,29109
,,93065.0,60225
,,22012.0,12135
,,41624.0,20537
,,49557.0,14096
,,87621.0,4964
,,18320.0,75947
,,60425.0,71553
,,93762.0,3128
,,61637.0,49243
,,742.0,54687
,,62544.0,48248
,,86767.0,27715
,,98394.0,43356
,,90658.0,525
,,62401.0,7328
,,68002.0,35324
,,95868.0,11713
,,54078.0,72326
,,96533.0,72302
,,49942.0,3320
,,82639.0,92555
,,24774.0,60109
,,7855.0,9756
,,40448.0,34556
,,55267.0,44055
,,12242.0,23001
,,17803.0,98269
,,74507.0,49352
,,68838.0,87993
,,43870.0,45919
,,4910.0,29135
,,76864.0,37562
,,5164.0,4449
,,96724.0,43818
,,65284.0,6912
,,68975.0,99922
,,49761.0,99361
,,10563.0,5071
,,62733.0,51778
,,81792.0,50736
,,67585.0,24117
,,42383.0,70685
,,8836.0,420
,,65128.0,87666
,,13027.0,71450
,,34479.0,95776
,,59101.0,19024
,,26083.0,71103
,,39232.0,65376
,,17664.0,72624
,,89452.0,73202
,,37365.0,71979
,,60072.0,70844
,,64413.0,47013
,,65989.0,99703
,,71463.0,46680
,,85450.0,90425
,,38648.0,52109
,,98132.0,39751
,,30132.0,13871
,,35705.0,48704
,,94640.0,98612
,,90874.0,78106
,,740.0,51943
,,41618.0,56650
,,26553.0,87941
,,60685.0,4108
,,68967.0,24780
,,21309.0,52980
,,5169.0,3687
,,54410.0,80745
,,3686.0,1143
,,53261.0,6351
,,52521.0,88595
,,89488.0,14597
,,10681.0,51461
,,48857.0,63279
,,33379.0,81621
,,10793.0,70317
,,84519.0,5053
,,80413.0,3320
,,27527.0,49031
,,79269.0,46828
,,28961.0,58067
,,27328.0,22595
,,61000.0,40881
,,96706.0,35031
,,59556.0,39495
,,50686.0,67281
,,63202.0,40299
,,32575.0,51229
,,3438.0,52460
,,76778.0,63536
,,6231.0,12556
,,2251.0,65223
,,26070.0,32851
,,85371.0,94985
,,33658.0,38459
,,18271.0,68208
,,34461.0,67534
,,73617.0,27746
,,87084.0,63305
,,48487.0,60614
,,31035.0,95781
,,76597.0,20795
,,17513.0,11695
,,33828.0,88780
,,74109.0,92422
,,62747.0,61116
,,36488.0,68362
,,62247.0,75707
,,96215.0,56327
,,62070.0,15163
,,76327.0,7585
,,41797.0,59014
,,17795.0,18325
,,18090.0,55271
,,81371.0,64119
,,76597.0,74905
,,72596.0,32396
,,16904.0,80484
,,74050.0,5896
,,178.0,31920
,,67290.0,51136
,,17261.0,22311
,,20776.0,6188
,,17058.0,9039
,,33374.0,13984
,,48585.0,68280
,,44945.0,62443
,,80275.0,45352
,,19481.0,95280
,,25909.0,55499
,,88525.0,98062
,,3099.0,83828
,,11368.0,98379
,,41536.0,72724
,,25445.0,43447
,,52793.0,29025
,,89791.0,94187
,,55121.0,63695
,,43661.0,68471
,,25192.0,53734
,,62225.0,46121
,,46055.0,25574
,,61564.0,3376
,,86312.0,63095
,,53238.0,62747
,,22235.0,98489
,,24201.0,52886
,,48610.0,87758
,,9391.0,19632
,,10400.0,55434
,,12148.0,63503
,,28933.0,47692
,,5965.0,76385
,,54872.0,51417
,,81899.0,52900
,,87813.0,74580
,,82598.0,4947
,,46220.0,4296
,,77609.0,61560
,,90711.0,97873
,,91705.0,28713
,,38143.0,6501
,,94917.0,16650
,,62648.0,11319
,,44324.0,56991
,,33569.0,25861
,,42909.0,25092
,,22314.0,14754
,,23889.0,35116
,,87451.0,54508
,,31382.0,82759
,,33413.0,17898
,,87937.0,1378
,,51567.0,97674
,,93731.0,79646
,,48523.0,30612
,,93811.0,62605
,,92525.0,48645
,,17064.0,43264
,,48715.0,36078
,,79406.0,63474
,,26710.0,74981
,,19638.0,97179
,,37946.0,90509
,,62261.0,72218
,,32082.0,279
,,10407.0,79752
,,84931.0,84033
,,26520.0,20183
,,28768.0,63660
,,84896.0,42998
,,26397.0,52037
,,47934.0,25321
,,73488.0,61666
,,55248.0,11777
,,50026.0,10646
,,75981.0,45366
,,1110.0,98942
,,17637.0,29074
,,41629.0,8749
,,20461.0,27593
,,9476.0,26614
,,38753.0,15025
,,96739.0,44768
,,35491.0,30757
,,18552.0,14380
,,71656.0,16722
,,41106.0,24979
,,39989.0,71416
,,25949.0,52333
,,49997.0,1064
,,48888.0,82225
,,86448.0,69290
,,60737.0,61968
,,60657.0,32227
,,72461.0,70552
,,30263.0,74527
,,96872.0,33849
,,47401.0,81126
,,77225.0,93788
,,32322.0,9509
,,58892.0,5526
,,54351.0,69831
,,3890.0,62037
,,2682.0,48684
,,73190.0,54124
,,36408.0,33328
,,98192.0,95593
,,5925.0,93830
,,47975.0,69669
,,93356.0,5240
,,80635.0,32403
,,54948.0,79291
,,48276.0,23219
,,84710.0,88472
,,28751.0,21210
,,17046.0,99703
,,25477.0,76474
,,4470.0,5088
,,39580.0,44848
,,67186.0,19696
,,45080.0,55176
,,11442.0,38295
,,70230.0,69505
,,57814.0,86822
,,49600.0,36240
,,41630.0,42712
,,44325.0,2895
,,36503.0,8857
,,46877.0,29832
,,55693.0,11092
,,13466.0,73286
,,36860.0,59267
,,80887.0,3525
,,45962.0,92094
,,8612.0,92770
,,86281.0,8248
,,64263.0,40630
,,4896.0,74945
,,25825.0,11743
,,52620.0,91239
,,77689.0,69783
,,2213.0,3506
,,18905.0,39869
,,36469.0,49839
,,32889.0,81441
,,64600.0,50347
,,22050.0,36386
,,52327.0,86625
,,10114.0,58852
,,24771.0,22646
,,65715.0,96443
,,93225.0,86816
,,47218.0,6485
,,85009.0,31052
,,5447.0,56004
,,85183.0,90515
,,54792.0,65573
,,58055.0,79089
,,50600.0,22777
,,68657.0,81220
,,60634.0,73023
,,68344.0,80720
,,36245.0,26520
,,91854.0,49272
,,1666.0,24120
,,96324.0,56754
,,97411.0,12207
,,63498.0,29411
,,10957.0,81597
,,41264.0,53904
,,85644.0,10206
,,1102.0,26143
,,21218.0,82717
,,35545.0,74484
,,26332.0,11408
,,20836.0,33969
,,2915.0,75995
,,67059.0,5616
,,54908.0,1319
,,33730.0,84283
,,8750.0,64413
,,4481.0,74541
,,36566.0,26936
,,10138.0,90077
,,56520.0,219
,,59778.0,82543
,,53878.0,51642
,,85439.0,19269
,,90270.0,95664
,,92439.0,97239
,,8791.0,87200
,,31008.0,55734
,,15350.0,59948
,,96787.0,5565
,,52856.0,74710
,,13451.0,5891
,,41702.0,85863
,,8434.0,27816
,,26053.0,82697
,,77454.0,21691
,,17355.0,55393
,,92939.0,51694
,,47050.0,75023
,,13523.0,89795
,,25623.0,69567
,,55474.0,83115
,,51414.0,75135
,,7087.0,98905
,,89143.0,77467
,,76997.0,60498
,,76021.0,96818
,,88337.0,44557
,,65867.0,59704
,,78624.0,92461
,,9630.0,64541
,,43167.0,3634
,,39893.0,95664
,,80125.0,34880
,,76809.0,48036
,,35294.0,78264
,,6619.0,82815
,,58185.0,8427
,,24616.0,18666
,,36437.0,9868
,,29341.0,51047
,,59882.0,96455
,,28717.0,55737
,,40475.0,23064
,,77640.0,76020
,,44606.0,21141
,,24596.0,31472
,,42175.0,49645
,,42951.0,5275
,,61977.0,77958
,,61832.0,69762
,,18553.0,89050
,,7287.0,43174
,,70443.0,21398
,,36256.0,5332
,,81524.0,49017
,,3374.0,43709
,,15092.0,59176
,,8291.0,68121
,,68980.0,61802
,,87987.0,22162
,,39365.0,67749
,,59557.0,61243
,,49010.0,75870
,,56961.0,78201
,,14080.0,49733
,,7655.0,30648
,,62082.0,30816
,,5797.0,79343
,,41394.0,52958
,,27156.0,62287
,,3813.0,22337
,,8158.0,8291
,,60708.0,27864
,,38958.0,5831
,,9261.0,70086
,,82219.0,93955
,,14871.0,73456
,,20973.0,60791
,,57902.0,44911
,,43988.0,76389
,,29217.0,63980
,,20923.0,96534
,,14412.0,63596
,,46942.0,63116
,,96510.0,79721
,,53811.0,27305
,,69091.0,51011
,,43749.0,8802
,,25518.0,45204
,,53569.0,49863
,,78514.0,47118
,,38355.0,13524
,,60428.0,1358
,,16453.0,31637
,,44338.0,59111
,,714.0,99408
,,32014.0,69834
,,49772.0,34970
,,23020.0,43393
,,26581.0,13696
,,50138.0,67699
,,27634.0,9214
,,25970.0,40241
,,90990.0,88477
,,2412.0,42043
,,18209.0,82504
,,74090.0,1295
,,99357.0,82068
,,45452.0,75131
,,93633.0,61838
,,97974.0,2251
,,7857.0,45062
,,65715.0,95142
,,78346.0,71726
,,43202.0,48789
,,31571.0,34770
,,38902.0,16096
,,65242.0,99828
,,92375.0,55772
,,88535.0,27609
,,73253.0,52240
,,60934.0,2374
,,3728.0,79133
,,45381.0,48593
,,90318.0,76200
,,90717.0,65827
,,28458.0,87735
,,60259.0,23983
,,23347.0,63694
,,67764.0,35085
,,65748.0,32699
,,23086.0,23438
,,57335.0,60182
,,57998.0,28368
,,76388.0,49439
,,26119.0,59820
,,42977.0,72196
,,72782.0,94976
,,37274.0,16987
,,1865.0,67961
,,97454.0,22410
,,48353.0,10377
,,90242.0,70943
,,77458.0,59339
,,20201.0,40593
,,13216.0,96451
,,61611.0,68803
,,73015.0,34638
,,49940.0,3371
,,23875.0,46378
,,52336.0,37803
,,4160.0,64444
,,10649.0,66382
,,87661.0,61482
,,28084.0,34680
,,18474.0,7879
,,98204.0,24013
,,5029.0,85483
,,48615.0,32684
,,51698.0,59443
,,93446.0,4313
,,82560.0,55063
,,24457.0,17774
,,74213.0,37043
,,72283.0,86517
,,16438.0,88673
,,97651.0,50210
,,80661.0,73300
,,57385.0,56934
,,25772.0,41918
,,83585.0,18626
,,38711.0,44235
,,73181.0,82172
,,4326.0,47065
,,57312.0,47247
,,21582.0,8500
,,42332.0,73772
,,15360.0,59125
,,30961.0,76350
,,84421.0,76823
,,69923.0,43573
,,18573.0,7158
,,60030.0,39148
,,19968.0,17639
,,90294.0,66830
,,17003.0,56611
,,53069.0,48277
,,97249.0,93662
,,34238.0,80917
,,31221.0,14949
,,64922.0,64163
,,88041.0,4080
,,78695.0,73052
,,9091.0,43272
,,47410.0,94506
,,70305.0,29364
,,78589.0,79745
,,28758.0,17438
,,99670.0,12427
,,63236.0,23008
,,31797.0,40191
,,17928.0,80623
,,49156.0,56070
,,43426.0,76303
,,14515.0,22896
,,8707.0,97915
,,15870.0,7656
,,58370.0,8614
,,98626.0,91634
,,20556.0,10233
,,91690.0,86350
,,56436.0,7594
,,32550.0,28730
,,19253.0,80711
,,64814.0,11269
,,48860.0,3549
,,3117.0,21047
,,14623.0,83985
,,93670.0,90096
,,81065.0,34806
,,37796.0,62052
,,58731.0,45010
,,47631.0,70644
,,37703.0,16652
,,25415.0,78711
,,10078.0,12436
,,81638.0,71946
,,24055.0,93773
,,87973.0,89734
,,77936.0,3368
,,87882.0,78809
,,55340.0,37164
,,57117.0,61714
,,53013.0,81501
,,46965.0,84095
,,99871.0,69609
,,29715.0,65121
,,85110.0,34521
,,98612.0,31968
,,65728.0,98503
,,15298.0,92197
,,76356.0,46459
,,81267.0,93528
,,87176.0,12537
,,16938.0,16620
,,93329.0,22595
,,69426.0,77793
,,81158.0,27525
,,19815.0,31696
,,41361.0,35342
,,39745.0,13874
,,32837.0,51099
,,64520.0,82139
,,32075.0,85580
,,44513.0,84673
,,2923.0,10930
,,74978.0,70541
,,79501.0,61811
,,98630.0,63640
,,16079.0,79540
,,87435.0,10524
,,50647.0,79483
,,96518.0,75613
,,97396.0,14909
,,25152.0,82875
,,64779.0,34153
,,89845.0,31456
,,30550.0,73756
,,26823.0,33175
,,53198.0,39854
,,99601.0,8228
,,99852.0,89379
,,34235.0,52374
,,18745.0,35278
,,90048.0,67421
,,73137.0,54776
,,2327.0,15788
,,88422.0,43544
,,99627.0,77859
,,16886.0,74725
,,3605.0,44434
,,35376.0,49662
,,6696.0,11711
,,52552.0,38736
,,75964.0,7139
,,42489.0,72767
,,92379.0,90372
,,60276.0,76788
,,87769.0,27888
,,96106.0,85859
,,12767.0,8999
,,6929.0,88819
,,23424.0,90566
,,36411.0,13152
,,89049.0,34379
,,74714.0,14525
,,87840.0,2423
,,22168.0,51621
,,83288.0,9369
,,70200.0,19858
,,85725.0,40277
,,6993.0,37972
,,91970.0,16419
,,6665.0,41619
,,40273.0,68553
,,97957.0,4893
,,70645.0,48542
,,19365.0,50081
,,44799.0,59140
,,9395.0,11845
,,75117.0,29912
,,86470.0,82506
,,86057.0,12159
,,3303.0,69710
,,49404.0,37681
,,51562.0,88080
,,17117.0,81977
,,23095.0,26190
,,84642.0,75110
,,73069.0,42537
,,99094.0,93391
,,63059.0,43720
,,39822.0,91532
,,90614.0,54440
,,52257.0,9475
,,82936.0,30973
,,95483.0,4778
,,95586.0,65889
,,91483.0,98312
,,89130.0,5176
,,93259.0,95761
,,10795.0,18899
,,73696.0,33178
,,50648.0,53615
,,88574.0,62452
,,59900.0,68209
,,59491.0,58801
,,15084.0,85499
,,34588.0,25179
,,99582.0,45022
,,11719.0,93780
,,95318.0,8825
,,15788.0,32075
,,74093.0,93490
,,82119.0,64419
,,36951.0,15043
,,17282.0,93181
,,79577.0,24495
,,95304.0,83341
,,13015.0,57001
,,21386.0,34840
,,60254.0,98608
,,30451.0,99188
,,1611.0,45221
,,17236.0,95083
,,49395.0,19057
,,31375.0,31871
,,92167.0,34918
,,46364.0,80917
,,63416.0,31992
,,63885.0,36733
,,2116.0,80938
,,88747.0,14712
,,19350.0,8377
,,81892.0,62315
,,63585.0,6246
,,59274.0,80827
,,31045.0,18832
,,32988.0,18391
,,81108.0,51424
,,75627.0,41688
,,2113.0,9064
,,25056.0,207
,,20924.0,87737
,,67733.0,18687
,,11173.0,33458
,,97642.0,91256
,,18380.0,27952
,,27116.0,33835
,,47025.0,79293
,,71728.0,2429
,,50305.0,2505
,,48525.0,63399
,,48787.0,65150
,,62199.0,43173
,,90198.0,76735
,,12929.0,67076
,,61668.0,36787
,,32806.0,58426
,,18711.0,85811
,,12242.0,20458
,,43967.0,52190
,,89671.0,20983
,,95544.0,6242
,,4756.0,34824
,,65941.0,92977
,,18823.0,88632
,,12819.0,5340
,,15295.0,99376
,,5385.0,40096
,,2781.0,52147
,,8894.0,19587
,,23098.0,90771
,,78726.0,10003
,,34101.0,75343
,,10882.0,54144
,,28896.0,85701
,,97957.0,78927
,,23947.0,31766
,,88181.0,98427
,,9526.0,85189
,,14525.0,80008
,,75912.0,12574
,,35074.0,61588
,,97041.0,37728
,,73688.0,8842
,,48188.0,65582
,,48592.0,17409
,,60375.0,1989
,,81009.0,56832
,,35192.0,30839
,,53961.0,98102
,,56666.0,76061
,,13823.0,96358
,,73474.0,49884
,,92110.0,31360
,,93073.0,42350
,,75380.0,28822
,,77219.0,87764
,,69894.0,14087
,,33119.0,15487
,,43050.0,1690
,,77361.0,78844
,,18287.0,47816
,,45605.0,44219
,,14944.0,69548
,,81632.0,47023
,,37962.0,75461
,,35247.0,46210
,,91079.0,45800
,,68041.0,68135
,,20330.0,40292
,,60517.0,95314
,,25444.0,30043
,,97028.0,52126
,,47187.0,25755
,,13724.0,4923
,,81139.0,35105
,,50877.0,19714
,,30163.0,11288
,,79527.0,32301
,,17989.0,64879
,,33065.0,30600
,,77291.0,42943
,,21329.0,57429
,,50034.0,26658
,,40325.0,9681
,,82832.0,2301
,,36162.0,7346
,,39063.0,52868
,,94749.0,30006
,,99871.0,61144
,,15086.0,80923
,,37515.0,62249
,,36940.0,44914
,,49472.0,85000
,,55995.0,32020
,,47695.0,57850
,,61507.0,90049
,,46799.0,6080
,,47477.0,33840
,,94966.0,59888
,,42106.0,86494
,,51628.0,59889
,,96978.0,51834
,,51509.0,34305
,,81287.0,28700
,,6428.0,98304
,,83876.0,50431
,,56132.0,21146
,,87015.0,20466
,,14123.0,9838
,,22138.0,56661
,,19792.0,59305
,,14316.0,67073
,,72800.0,98274
,,95336.0,61566
,,88380.0,72275
,,84107.0,4260
,,21250.0,39507
,,47383.0,304
,,73561.0,13754
,,5062.0,44900
,,57044.0,33877
,,83051.0,20303
,,69960.0,12332
,,20351.0,96219
,,20323.0,44383
,,85099.0,47253
,,94499.0,26075
,,87187.0,12957
,,98701.0,65597
,,84587.0,89683
,,40757.0,25628
,,40963.0,48908
,,27126.0,14089
,,61574.0,38299
,,91934.0,19312
,,18849.0,29069
,,67519.0,89937
,,34668.0,68965
,,79108.0,56220
,,59355.0,2098
,,46933.0,98746
,,37965.0,79534
,,4897.0,47388
,,16535.0,84541
,,63100.0,74300
,,13203.0,32467
,,14157.0,50098
,,82904.0,45751
,,24441.0,67060
,,81338.0,3758
,,43858.0,35608
,,43580.0,71983
,,1603.0,44398
,,6453.0,7518
,,19828.0,7831
,,51626.0,82812
,,92169.0,1309
,,18542.0,64249
,,13773.0,28462
,,16467.0,52954
,,79866.0,19616
,,21165.0,49573
,,63017.0,28144
,,25981.0,94999
,,22355.0,50799
,,68618.0,65816
,,83319.0,16821
,,25218.0,93084
,,35697.0,97058
,,56477.0,15689
,,58764.0,87156
,,23254.0,76726
,,67479.0,68090
,,38076.0,59070
,,52615.0,69620
,,19046.0,9214
,,90371.0,64928
,,41015.0,80845
,,85521.0,41727
,,31105.0,19641
,,97133.0,50740
,,79942.0,22703
,,14151.0,33529
,,92031.0,60836
,,31876.0,97123
,,75055.0,2308
,,56745.0,91777
,,40721.0,25573
,,38539.0,83525
,,27219.0,63385
,,86944.0,83729
,,46413.0,73164
,,15740.0,76836
,,70308.0,45028
,,97356.0,67723
,,89407.0,46038
,,40087.0,8264
,,55690.0,89297
,,69686.0,53425
,,43688.0,36097
,,85764.0,91454
,,87102.0,56263
,,89328.0,24265
,,58492.0,23797
,,576.0,50933
,,42484.0,67155
,,98874.0,16723
,,68978.0,68755
,,97930.0,74448
,,58521.0,15426
,,19673.0,65533
,,7922.0,43807
,,42171.0,22171
,,81.0,38692
,,58805.0,50576
,,55208.0,4110
,,6048.0,13763
,,13455.0,69267
,,45089.0,9270
,,94765.0,23660
,,50329.0,55664
,,60726.0,61737
,,53190.0,72424
,,70255.0,30585
,,10711.0,75652
,,41691.0,95128
,,45345.0,72596
,,67619.0,37982
,,42614.0,63617
,,82164.0,98899
,,98978.0,76903
,,97035.0,9777
,,73903.0,82052
,,77844.0,36146
,,35067.0,56216
,,41071.0,37349
,,63776.0,96801
,,11268.0,558
,,61888.0,69632
,,93796.0,92876
,,69262.0,89982
,,86832.0,60881
,,50600.0,40914
,,12747.0,4668
,,87308.0,67159
,,93509.0,94434
,,27859.0,23215
,,17094.0,47843
,,56330.0,71210
,,90142.0,5273
,,28626.0,75805
,,47228.0,9650
,,63138.0,78624
,,10448.0,72012
,,86737.0,52562
,,98220.0,19898
,,32023.0,99684
,,20855.0,33014
,,40303.0,98200
,,44872.0,22474
,,82181.0,60484
,,9097.0,49020
,,92623.0,9209
,,11756.0,83498
,,43614.0,25775
,,27191.0,73347
,,27840.0,69958
,,6376.0,83087
,,25400.0,68999
,,63362.0,71307
,,47525.0,73251
,,55993.0,74802
,,12207.0,17888
,,86143.0,27948
,,63365.0,30927
,,3240.0,5967
,,18253.0,73407
,,21446.0,45121
,,80604.0,28831
,,29459.0,54240
,,54515.0,78948
,,43749.0,20560
,,43248.0,56833
,,71500.0,90533
,,56328.0,65490
,,5386.0,50107
,,90283.0,73874
,,99574.0,31222
,,87732.0,4478
,,27131.0,75012
,,62745.0,75200
,,30727.0,15711
,,81354.0,89611
,,69648.0,44812
,,34977.0,62296
,,36891.0,71707
,,34602.0,12929
,,65231.0,77019
,,50106.0,60330
,,83122.0,94574
,,1488.0,54250
,,34957.0,36935
,,52673.0,33253
,,22444.0,48527
,,45827.0,73400
,,97590.0,50057
,,3180.0,51660
,,16281.0,75534
,,24520.0,92483
,,83464.0,29951
,,38988.0,3319
,,7386.0,40106
,,50405.0,73320
,,35832.0,88192
,,99007.0,27655
,,3189.0,90788
,,49272.0,65592
,,13642.0,68091
,,45345.0,74260
,,31890.0,35433
,,89621.0,19228
,,67698.0,45366
,,12890.0,52090
,,86341.0,41902
,,41530.0,77206
,,25175.0,82649
,,20112.0,89460
,,90374.0,36555
,,79021.0,91079
,,96512.0,66929
,,57488.0,927
,,26490.0,54347
,,44799.0,29244
,,54804.0,45594
,,59010.0,88295
,,24273.0,20990
,,84616.0,71484
,,93501.0,57792
,,90068.0,64930
,,9223.0,33673
,,71251.0,2193
,,26187.0,62799
,,15970.0,59357
,,57920.0,49800
,,39758.0,10409
,,61381.0,79245
,,17612.0,82171
,,53203.0,57860
,,98305.0,991
,,45161.0,83588
,,61860.0,40628
,,42651.0,8228
,,4670.0,73273
,,40553.0,81371
,,40867.0,70824
,,207.0,36021
,,9716.0,95305
,,80520.0,60106
,,68313.0,21436
,,12773.0,89976
,,64459.0,61319
,,84245.0,93689
,,10354.0,97643
,,62397.0,63122
